Kingdom,Class,Order,ClosenessCentrality,Degree,Cluster
Bacteria,Acidimicrobiia,Actinomarinales,0.218611521,4,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.241238794,5,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.198391421,2,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.233070866,8,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.18913738,1,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.259194396,6,Cluster_2
Bacteria,Bacteroidia,Flavobacteriales,0.207719298,2,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.243221035,6,Cluster_2
Bacteria,Bacteroidia,Flavobacteriales,0.22999223,3,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.195767196,1,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.20598469,1,Cluster_2
Bacteria,Bacteroidia,Chitinophagales,0.213872832,4,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.206703911,2,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.190231362,2,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.217487142,2,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.220566319,2,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.249158249,5,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.205841446,3,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.177991581,2,Cluster_2
Bacteria,Alphaproteobacteria,Puniceispirillales,0.232521603,2,Cluster_2
Bacteria,Alphaproteobacteria,Rhodospirillales,0.179502729,1,Cluster_2
Bacteria,Alphaproteobacteria,Rhodospirillales,0.210227273,3,Cluster_2
Bacteria,Alphaproteobacteria,Rhodospirillales,0.237560193,3,Cluster_2
Bacteria,Alphaproteobacteria,Rhodobacterales,0.172796264,1,Cluster_2
Bacteria,Alphaproteobacteria,Rhodobacterales,0.206415621,3,Cluster_2
Bacteria,Alphaproteobacteria,Rhodobacterales,0.213564214,3,Cluster_2
Bacteria,Bacteroidia,Flavobacteriales,0.197070573,2,Cluster_2
Bacteria,Alphaproteobacteria,Rhodobacterales,0.18913738,3,Cluster_2
Bacteria,Alphaproteobacteria,Rhodobacterales,0.221889055,6,Cluster_2
Archaea,Nitrososphaeria,Nitrosopumilales,0.241042345,4,Cluster_2
Bacteria,Alphaproteobacteria,Rhodobacterales,0.139952719,2,Cluster_2
Bacteria,Alphaproteobacteria,Rhodobacterales,0.122821577,1,Cluster_2
Bacteria,Alphaproteobacteria,Parvibaculales,0.212796549,2,Cluster_2
Bacteria,Alphaproteobacteria,Puniceispirillales,0.221556886,3,Cluster_2
Bacteria,Bacteroidia,Flavobacteriales,0.209483369,2,Cluster_2
Bacteria,Alphaproteobacteria,Puniceispirillales,0.234362629,4,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.182490752,2,Cluster_2
Bacteria,Alphaproteobacteria,Puniceispirillales,0.186046512,2,Cluster_2
Bacteria,Alphaproteobacteria,Puniceispirillales,0.23566879,5,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.214182344,2,Cluster_2
Bacteria,Gammaproteobacteria,Oceanospirillales,0.170114943,1,Cluster_2
Bacteria,Gammaproteobacteria,Oceanospirillales,0.199058507,3,Cluster_2
Bacteria,Gammaproteobacteria,Thiomicrospirales,0.21574344,4,Cluster_2
Bacteria,Alphaproteobacteria,Rhodospirillales,0.250847458,3,Cluster_2
Bacteria,Gammaproteobacteria,Thiomicrospirales,0.237560193,6,Cluster_2
Bacteria,Gammaproteobacteria,Thiomicrospirales,0.225781846,6,Cluster_2
Bacteria,Acidimicrobiia,Microtrichales,0.210826211,2,Cluster_2
Bacteria,Gammaproteobacteria,Thiomicrospirales,0.231793265,3,Cluster_2
Bacteria,Gammaproteobacteria,Thiomicrospirales,0.223227753,6,Cluster_2
Bacteria,Bacteroidia,Flavobacteriales,0.20598469,3,Cluster_2
Bacteria,Gammaproteobacteria,Thiomicrospirales,0.170999422,2,Cluster_2
Bacteria,Gammaproteobacteria,Thiomicrospirales,0.206271777,2,Cluster_2
Bacteria,Gammaproteobacteria,Thiotrichales,0.247284879,4,Cluster_2
Bacteria,Verrucomicrobiae,Opitutales,0.237560193,4,Cluster_2
Bacteria,Gammaproteobacteria,UBA10353 marine group,0.249368155,5,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.212491027,2,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.17535545,1,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.165086447,1,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.197596796,3,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.18913738,1,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.170999422,2,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.196808511,2,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.217807211,4,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.219259259,2,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.205412908,2,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.19121447,2,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.222723853,3,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.220895522,2,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.240064882,5,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.206271777,2,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.219259259,3,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.235294118,4,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.24025974,3,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.200542005,2,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.199460916,2,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.235107228,4,Cluster_2
Bacteria,Gammaproteobacteria,Cellvibrionales,0.227517294,4,Cluster_2
Bacteria,Gammaproteobacteria,Cellvibrionales,0.221889055,3,Cluster_2
Bacteria,Acidimicrobiia,Actinomarinales,0.238325282,2,Cluster_2
Eukaryota,Filosa-Thecofilosea,Cryomonadida,0.274328082,6,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.271310724,8,Cluster_2
Bacteria,Actinobacteria,Micrococcales,0.221889055,2,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.263345196,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.274837512,9,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.243822076,3,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.271062271,10,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.20498615,2,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.25320787,6,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.286266925,10,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.281368821,9,Cluster_2
Eukaryota,Filosa-Imbricatea,Filosa-Imbricatea_X,0.268846503,6,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.273567468,8,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.288499025,12,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.280037843,9,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.275348837,6,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.287099903,9,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.247284879,4,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.271310724,8,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.263579697,7,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.264758497,6,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.2890625,10,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.265470852,6,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.263345196,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.265947889,8,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.251273345,4,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.26056338,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.268846503,7,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.300507614,14,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.287378641,8,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.252991453,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.253424658,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.253641817,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.253424658,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.24978903,4,Cluster_2
Bacteria,Oxyphotobacteria,Synechococcales,0.212338594,1,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.26933576,8,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.267148014,5,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.270814273,9,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.271808999,8,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.277673546,7,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.274074074,7,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.268602541,7,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.261946903,7,Cluster_2
Eukaryota,MAST-6,MAST-6_X,0.2698268,9,Cluster_2
Eukaryota,MAST-6,MAST-6_X,0.275092937,7,Cluster_2
Eukaryota,Bicoecea,Bicoecales,0.292201382,11,Cluster_2
Eukaryota,Picozoa_X,Picozoa_XX,0.285990338,9,Cluster_2
Eukaryota,Picozoa_X,Picozoa_XX,0.268602541,9,Cluster_2
Eukaryota,Bacillariophyta,Bacillariophyta_X,0.276635514,10,Cluster_2
Eukaryota,Acantharea,Acantharea_X,0.230529595,4,Cluster_2
Eukaryota,Katablepharidaceae,Katablepharidales,0.282712512,8,Cluster_2
Eukaryota,Katablepharidaceae,Katablepharidales,0.276894294,8,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.25539258,5,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.255172414,7,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.249158249,4,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.265947889,6,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.255834054,3,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.28030303,10,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.226299694,3,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.225954198,3,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.231793265,4,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.211277659,2,Cluster_2
Eukaryota,Unassigned Fungi (Division),Unassigned Fungi (Division),0.243221035,5,Cluster_2
Eukaryota,Pyramimonadales,Pyramimonadales_X,0.224242424,4,Cluster_2
Eukaryota,Cryptophyceae,Cryptomonadales,0.235481305,3,Cluster_2
Eukaryota,Mamiellophyceae,Mamiellales,0.265947889,6,Cluster_2
Eukaryota,Mamiellophyceae,Mamiellales,0.297487437,12,Cluster_2
Eukaryota,Mamiellophyceae,Mamiellales,0.248113998,4,Cluster_2
Eukaryota,Mamiellophyceae,Mamiellales,0.276635514,6,Cluster_2
Eukaryota,Pedinophyceae,Marsupiomonadales,0.270566728,6,Cluster_2
Eukaryota,Trebouxiophyceae,Chlorellales,0.24978903,4,Cluster_2
Eukaryota,Unassigned Fungi (Division),Unassigned Fungi (Division),0.267631103,7,Cluster_2
Eukaryota,Unassigned Fungi (Division),Unassigned Fungi (Division),0.277153558,9,Cluster_2
Eukaryota,CONThreeP,CONThreeP_X,0.263345196,4,Cluster_2
Eukaryota,CONThreeP,CONThreeP_X,0.258289703,6,Cluster_2
Eukaryota,Phyllopharyngea,Cyrtophoria_1,0.258515284,5,Cluster_2
Eukaryota,Spirotrichea,Strombidiida,0.229279628,2,Cluster_2
Eukaryota,Spirotrichea,Strombidiida,0.256499133,5,Cluster_2
Eukaryota,Spirotrichea,Strombidiida,0.236610711,3,Cluster_2
Eukaryota,Spirotrichea,Strombidiida,0.231974922,5,Cluster_2
Eukaryota,Spirotrichea,Strombidiida,0.271559633,7,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.243221035,3,Cluster_2
Eukaryota,Spirotrichea,Strombidiida,0.246666667,6,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.234920635,2,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.188415022,1,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.27281106,6,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.268359021,7,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.288780488,10,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.2368,3,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.264521895,6,Cluster_2
Eukaryota,Spirotrichea,Choreotrichida,0.260792952,4,Cluster_2
Eukaryota,Spirotrichea,Choreotrichida,0.266426643,5,Cluster_2
Eukaryota,Spirotrichea,Choreotrichida,0.284341979,9,Cluster_2
Eukaryota,Spirotrichea,Tintinnida,0.203157172,2,Cluster_2
Eukaryota,Spirotrichea,Unassigned Spirotrichea (Class),0.176085663,2,Cluster_2
Eukaryota,Spirotrichea,Choreotrichida,0.253641817,5,Cluster_2
Eukaryota,Syndiniales,Dino-Group-I,0.262877442,6,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.248739496,5,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.272309108,7,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.252991453,5,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.277673546,9,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.274328082,9,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.252344416,5,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.250211327,6,Cluster_2
Bacteria,Gammaproteobacteria,Betaproteobacteriales,0.200270636,1,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.267873303,7,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.296296296,9,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.266666667,6,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.25320787,5,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.25320787,4,Cluster_2
Eukaryota,Syndiniales,Dino-Group-II,0.284889317,10,Cluster_2
Eukaryota,Dinophyceae,Gymnodiniales,0.271559633,7,Cluster_2
Bacteria,Gammaproteobacteria,SAR86 clade,0.215586307,1,Cluster_2
Eukaryota,Syndiniales,Dino-Group-I,0.27458256,8,Cluster_2
Eukaryota,Syndiniales,Dino-Group-I,0.273314866,7,Cluster_2
Eukaryota,Syndiniales,Dino-Group-I,0.267389341,7,Cluster_2
Eukaryota,Syndiniales,Dino-Group-I,0.252344416,7,Cluster_2
Eukaryota,Syndiniales,Dino-Group-I,0.301732926,11,Cluster_2
Eukaryota,Dinophyceae,Dinophyceae_X,0.270814273,9,Cluster_2
Eukaryota,Dinophyceae,Dinophyceae_X,0.234548336,4,Cluster_2
Eukaryota,Dinophyceae,Dinophyceae_X,0.258515284,8,Cluster_2
Eukaryota,Dinophyceae,Gonyaulacales,0.254514187,5,Cluster_2
Eukaryota,Dinophyceae,Gonyaulacales,0.267148014,7,Cluster_2
Eukaryota,Dinophyceae,Gonyaulacales,0.269090909,7,Cluster_2
Eukaryota,Eukaryota_XXX,Eukaryota_XXXX,0.225954198,2,Cluster_2
Bacteria,Alphaproteobacteria,SAR11 clade,0.195767196,1,Cluster_2
Eukaryota,Eukaryota_XXX,Eukaryota_XXXX,0.243221035,6,Cluster_2
Eukaryota,Dinophyceae,Gonyaulacales,0.277673546,9,Cluster_2
Eukaryota,Dinophyceae,Gonyaulacales,0.277934272,8,Cluster_2
Eukaryota,Syndiniales,Dino-Group-III,0.281368821,8,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.284341979,10,Cluster_2
Eukaryota,Dinophyceae,Gymnodiniales,0.264758497,5,Cluster_2
Eukaryota,Dinophyceae,Gymnodiniales,0.266426643,6,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.287937743,10,Cluster_2
Archaea,Nitrososphaeria,Nitrosopumilales,0.234362629,2,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.295409182,10,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.272559853,5,Cluster_2
Eukaryota,Dinophyceae,Gymnodiniales,0.288780488,9,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.269090909,6,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.285990338,8,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.244830438,5,Cluster_2
Eukaryota,Dinophyceae,Gymnodiniales,0.262178919,7,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.215116279,3,Cluster_2
Eukaryota,Dinophyceae,Peridiniales,0.260334213,5,Cluster_2
Eukaryota,Dinophyceae,Peridiniales,0.239676113,4,Cluster_2
Eukaryota,Dinophyceae,Peridiniales,0.267631103,6,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.292779426,9,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.278982092,9,Cluster_2
Eukaryota,Dinophyceae,Peridiniales,0.248739496,5,Cluster_2
Eukaryota,Dinophyceae,Peridiniales,0.281101614,9,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.281368821,8,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.277413308,9,Cluster_2
Eukaryota,Dinophyceae,Peridiniales,0.268359021,6,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.237560193,4,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.273062731,6,Cluster_2
Eukaryota,Dinophyceae,Unassigned Dinophyceae (Class),0.265470852,7,Cluster_2
Eukaryota,Dinophyceae,Gymnodiniales,0.277934272,6,Cluster_2
